Chemistry,CYL505,Organic Reactions and Reagents,3,3-0-0,None,NA,A brief introduction to substitution; elimination; addition; oxidation; reduction; rearrangement and pericyclic reactions. Functional group transformations: alcohols to alkylating agents; Mitsunobu and related reactions; introduction of functional groups by nucleophilic substitution at saturated carbon; nucleophilic cleavage of C-O bonds in ethers and esters and interconversion of carboxylic acid derivatives. Oxidation: Metal based oxidizing reagents: A review and detailed discussion of chromium; manganese; ruthenium; silver and other metal based reagents. Non-metal based oxidizing reagents: DMSO; peroxide; peracid and oxygen based oxidation. Miscellaneous oxidizing reagents like IBX; DMP; CAN; DDQ; periodate etc. Reduction: Homogeneous and heterogeneous; Discussion on borane based racemic and chiral reagents; hydrogenations aluminium; tin; silicon based reducing agents. Dissolving metal reductions. Selectivity and protecting groups: Illustration of chemoselectivity; regioselectivity and stereoselectivity with examples; protecting groups for alcohols; amines; acids; ketones and aldehydes.
Chemistry,CYL506,Bioinorganic Chemistry,3,3-0-0,CYL503,CYL100 (5%),Metal ions in biology: occurrence and function; active-site structure and function of metalloproteins and metalloenzymes with various transition metal ions and ligand systems; oxygen binding properties of heme and non-heme proteins; their coordination geometry and electronic structure. Electron Transfer Proteins: Types of copper proteins and enzymes; mechanism of electron transport; structure and bonding of plastocyanin; azurin. - Fe-S proteins and Rieske iron-sulfur proteins [2Fe-2S]; cytochromes and their comparisons. Electron transport and energy metabolism: Photosynthesis (Photosystem I and II); Mn-cluster for electron release. Mobilization of iron: Siderophores; transport of iron: transferrin; storage of iron: Ferritin – hemosiderine. Oxygen transport and storage: Hemoglobin - myoglobin - co-operativity effect; Hill coefficient and Bohr Effect; hemerythrine - hemocyanine. characterization of O bound species by Raman and infrared spectroscopic methods. Small molecule activation: Nitrogen fixation and mechanism; hydrogenases. Oxygen activation: Cu and Fe containing enzymes - representative synthetic models of heme and non-heme systems and cytochrome P450; Cu-Zn-superoxide dismutase - Zn-containing enzymes - types of Mo-enzymes. Metals in medicine: Vitamin B12 and its mechanisms of action; MRI contrast agents; radio-isotopes (e.g.; Tc & I) and therapeutic applications of cis-platin and Au complex. Toxicity of metals: Cd; Hg and Cr toxic effects with specific examples.
Chemistry,CYL507,Chemistry of Main Group Elements,3,3-0-0,CYL401,NA,Basic introduction; physical properties of the main group elements; shapes and sizes of the main group elements; structure and bonding in main group compounds including hypervalency and multiple bond. Hydrogen and classical hydrogen bond; water; hydrates; hydrogen ions; metal hydrides; activation of hydrogen complexes; alkali metals in liquid ammonia; boron; boranes; carboranes; borazines and borates; allotropy of carbon; silane and polysilanes; silicones. Polymers; silicates; compounds of nitrogen; activation of nitrogen; nitrogen fixation; hydrogen; halogen; oxygen and nitrogen compounds of phosphorous; oxygen and singlet oxygen; ozone; complexes of molecular oxygen; N-S compounds; sulphides; oxides and oxoacids of sulphur; chalcogenides and polychalcogenides; halogens; polyhalides; interhalogen compounds; charge-transfer complexes of Halogens; compounds of Xenon and other noble gases; Zintl compounds and homometallic clusters. Recent advances and their properties of various main group compounds; such as Group 1; Group 2; and Group 13-18.
Chemistry,CYL508,Organic Photochemistry and Pericyclic reactions,3,3-0-0,CYL505,NA,Photochemistry: Basics principles of organic photochemistry - Reactivity of simple chromophores – photochemistry of carbon centered radicals. Photochemistry of Alkenes: Excited States of alkenes - photochemistry of alkene - geometrical isomerisation - photosensitised geometrical isomerisation – photocycloaddition reactions of alkene-dipi-methane rearrangement - electron transfer mediated reactions of alkene. Photochemistry of carbonyl compounds: Norrish type I and type II reactions – photochemical cycloadditions- photochemistry of aromatic systems- electron transfer and nucleophile. Introduction to Pericyclic Reaction. Cycloaddition reactions: Diels-Alder reaction; general features; dienes; dienophiles; selectivity; intramolecular and intermolecular reactions; hetero-Diels Alder reaction. 1;3-dipoIar GycIoaddition reactions; general features; dipoles; dipolarophiles. Cycloaddition reactions; general features; selected examples. Molecular rearrangements: Illustration of electron deficient and electron rich skeletal rearrangements with examples; Sigmatropic rearrangements-Claisen and related rearrangements; CopeandoxyCoperearrangements;2;3-sigmatropicrearrangements and ene reaction.
Chemistry,CYL509,Molecular Spectroscopy and Computational Chemistry,3,3-0-0,CYL500,PHL509 (10%),Rotational Spectroscopy: Rigid roto model for diatomic molecules; selection rules; intensity of rotational transitions; role of nuclear spin; Isotopic substitution. Vibrational spectroscopy: Harmonic and anharmonic oscillators; Morse potential; mechanical and electrical anharmonicity; selection rules. The determination of anharmonicity constant and equilibrium vibrational frequency from fundamental and overtones. Electronic transitions: Franck-Condon principle. Vertical transitions. Selection rules; parity; symmetry and spin selection rules. Polarization of transitions. Fluorescence and phosphorescence. Raman spectroscopy: Polarizability and selection rules for rotation and vibrational Raman spectra. Perturbation theory: Time-dependent and time-independent perturbation theory with simple application Atomic term symbols for atoms. Conjugated pi-systems and Hückel theory. Group Theory: Concept of groups; symmetry operations; and symmetry elements in different molecules; matrix representations of symmetry operations; point groups; Great orthogonality theorem and Character table. Application of group theory to molecular orbital theory; molecular vibrations and vibrational spectroscopy.
Chemistry,CYL510,Physical Organic Chemistry,3,3-0-0,CYL501,NA,Symmetry-adapted orbitals. Mixing rules and buildup approach to molecules and molecular complexes. Energy surface for bond breaking and making; pre-reacting complex; transition state; activation-strain analysis; Gibbs free energy profile for C-H activation using Pd-catalyst and also using Iodine(III). Kinetic vs thermodynamic control of products; Curtin-Hammett principle; Hammond Postulate; isotope effects. Examples of Curtin—Hammett paradigm for stereo control in organocatalysis; and intramolecular cyclization. Reactive intermediates: Carbocations; carbanions; carbenes; benzyne. Empirical scales for electronic; steric; and solvent effects (dielectric constant); salt effects; ion pairs in solvolysis reaction; stereoelectronic effects such as effect of anchimeric assistance on rate of the reaction. Mechanism according to free-energy correlation and correspondence with theory of orbital interaction. Linear free energy relationship; Yukawa-tsuno equation; Hammett and Taft equations with Illustrative examples: hydrolysis of aryl ester; acetolysis substituted aryl brosylate.
Chemistry,CYL600,Advanced Organic Chemistry,3,3-0-0,CY504 and CY508,NA,Retrosynthesis: Basic principles and terminology of retrosynthesis; concepts of latent polarity; umpolung; and synthetic equivalents; important functional group transposition and functional group interconversions; important strategies of retrosysnthesis; synthesis of monofunctional; difunctional and multifunctional group target molecules; synthesis of aromatic target molecules; concept of enzymatic retrosynthsis. Protecting groups: Protection and deprotection of hydroxy; carboxyl; carbonyl; carboxy amino groups and carbon-carbon multiple bonds; chemo- and regioselective protection and deprotection; illustration of protection and deprotection in organic synthesis. Construction of ring systems: Baldwin’s rules; methodolgies for the construction of three; four; five; six and seven membered rings; medium and large rings; methods for ring contration; application in total synthesis. Target oriented synthesis: Scope and brief history of total synthesis; tactics; strategy and control in organic synthesis; concept of semi-synthesis; linear; convergent; cascasde and diversity-oriented synthesis; total synthesis of biologically active representative molecules.
Chemistry,CYL601,Organometallic Chemistry: Principles and Applications,3,3-0-0,CYL503,CYL100 (5%),Definition; the first few organometallic complexes; thermodynamics and kinetics of organometallic compounds; the 18-electron rule; Different types organometallic bonding: Metal- alkyls; aryls; hydrides; organometallic bonding with multiple bonds; complexes of pi-bound ligands such as carbonyls; phosphine complexes; carbenes; MO theory of organometallic complexes; isolobal analogy; Fundamental reaction process: oxidative addition and reductive elimination; insertion and elimination; ligand substitution processes; transmetallation; nucleophilic and electrophilic addition and abstraction; Preparative and characterization methods: general methods for the preparation of organometallic compounds and spectroscopic and analytical techniques for the elucidation of structure; properties and reactivates; Synthetic Applications: Coupling reactions; cyclization reactions; addition reactions; carbonylation; olefin oxidation; carbenes and activation reactions; hydrogenation; hydroformylation; isomerization; metathesis and polymerization reactions. CO2 activation; C-H activation; C-C activation; click catalysis; oxidation reaction.
Chemistry,CYL602,Interpretative Molecular Spectroscopy,3,3-0-0,None,NA,Mass spectrometry: the production and analysis of positive ions; molecular ions; application of isotopic abundance measurements; fragmentation modes and rearrangement of ions. Mass spectra of certain chemical classes. Electronic spectroscopy (UV-visible; fluorescence and phosphorescence): Simple chromophoric groups; conjugated and aromatic systems. Characteristic absorption of organic and inorganic compounds. Infrared spectroscopy: Characteristic group frequencies of organic and inorganic molecules. Nuclear magnetic resonance spectroscopy of compounds containing 1H;13C;19F and 31P nuclei. Identification of organic and inorganic compounds using combination of spectral data.
Chemistry,CYL603,Chemistry of Heterocyclic Compounds and Natural Products,3,3-0-0,CYL501,NA,Heterocyclic Compounds: Introduction to heterocyclic compounds; importance of heterocycles in medicine and materials; systematic nomenclature of heterocyclic compounds. Preparation; reactions and chemical properties of three membered heterocyclic compounds with one and two hetero atom; four membered heterocyclic compounds with one hetero atom. Structure; synthesis and reactivity of five and six membered heterocyclic compounds. Aromatic heterocyclic compounds: Pyrrole; furan; thiophene; pyridine; quinoline; isoquinoline; indole; etc. Named reactions of heterocyclic compound synthesis such as Fiest Benary furan synthesis; Knorr and Paal-Knorr pyrrole synthesis; Barton-Zard reaction; Robinson-Gabriel synthesis; Hofmann-LofflerFreytag reaction; Hantzsch pyridine synthesis; Biginelli and Chichibabin reations. Natural Products: Role of natural products in drug discovery; structure and chemical properties of alkaloids; terpinoids; and steroids. Physio-chemical properties of amino acids; chemical synthesis of peptides; properties of mono-and di-saccharides.
Chemistry,CYL605,Electron Paramagnetic Resonance (EPR) Spectroscopy and its Applications,3,2-0-0,None,CYL508 (5%); CYL602 (5%),Principles of EPR - Presentation of the spectrum-EPR spectrum of hydrogen atom (first-order treatment); g factors; Hyperfine splitting: nuclear spin (I = 1/2; 1; 3/2; 5/2) interaction with electron spin; hyperfine coupling constants; EPR spectra of organic radicals (AA and AB type); EPR spectra of heteronuclear compounds; McConnell's relation; Introduction to multi-electron systems: zero-field splitting; multi-electron systems; Kramer’s degeneracy. Applications of EPR spectra for inorganic compounds (Cu2+; Ni2+; Fe3+; V4+; Mn2+ and Cr3+and etc); structure and geometry predictions; anisotropy in the hyperfine coupling constant. Characterization of Metalloproteins. EPR Imaging.
Chemistry,CYL610,Solar Energy Harvesting Materials,3,3-0-0,None,NA,Light harvesting materials; Light mater interaction; the concept of diffusion length; exciton binding energy; transport gap; mobility; lifetime and metal-semiconductor junction. Excited state electron transfer kinetics. Conjugated polymer-based systems and their synthesis and properties; donor-acceptor systems; electron transfer mechanism; in organic systems; doping and band-gap engineering inorganic semiconductors. Dye; Quantum dot; and perovskite-based systems. Solar to value-added product generation using such systems. Artificial photosynthesis; Hybrid semiconductors and composite semiconductors; introduction to light to energy storage using hybrid and composite semiconductors. A comparison of various classes of semiconductors-based solar cells with their working principle.
Electronics and Communication Engineering,ECL101,Basic Electronics Engineering,4,3-0-2,None,NA,Semiconductor Diode; V-I characteristics of Diode; Half-Wave and Full-Wave Rectifier Circuits. Transistors: Bipolar Junction Transistor; MOSFET: Biasing; Small Signal model; Amplifiers Operational Amplifiers: Ideal Op-Amp; Application of Op-Amp; Diode Characteristics and applications (rectifiers/clipping). Transistors with at least one application (amplification/switching). Op-Amp: Analog to digital converter implementation; Logic Gates and Combinational Circuits: Number Systems and Binary Codes; Boolean Algebra and Logic Gates; DeMorgan’s Theorems; Sum-of Product and Product-of-Sum Forms; Algebraic Simplification; Karnaugh-Map Method; Combinational Logic Circuits; Binary Half and Full adder-subtractor; Adders; Comparators; Multiplexers; Decoders/encoders; Parity Generator-Checker; Basic Combinational Circuits. Synchronous and Ripple Counters. (Done using discrete components); Communications: Analog and Digital communication introduction and implementation. Frequency modulation and its circuit using discrete electrical/electronic components; Digital communication using Visible Light Communication (concept of digital communications; using parity bits); FM Demodulator hardware; FM Demodulator in USRP using gnuradio; Visible light communication using Arduino.
Electronics and Communication Engineering,ECL501,Computer Communications,3,2-0-2,None,CSL351 (25%),Communication Networks basics. Circuit Switched Networks. Switching Concepts. Layered Architecture; Introduction to DLL Layer. MAC Protocols – Ethernet; Wireless LAN; PON. Network Layer – IP; Routing Algorithms and Associated Protocols; Transport Layer and its performance modelling; Introduction to Queuing. Application of Queuing theory for Design of Circuit Networks. Performance analysis of CSMA CD; CSMA CA; Hands-on with Python network programming.
Electronics and Communication Engineering,ECL502,Advanced Digital Communication,3,3-0-0,None,NA,Digital modulation; Baseband signaling and pulse shaping; Passband Pulse- and QuadratureAmplitude Modulation; Multi-carrier modulation; Maximum-likelihood detection; Whitened matched filter; Viterbi algorithm; Probability of error; Linear equalization; Decision-feedback equalization; Informations theory- source coding; channel coding; channel capacity; Introduction to Digital Communication; Sampling; Quantization; PCM; and Delta Modulation; Probability and Random Process; Channels and Their Models; Information Theory; Bandpass Signal Representation; Digital Modulation Techniques: Pulse Amplitude Modulation; Demodulation Techniques for PAM Signals; PSK (Phase Shift Keying); PSK and QAM (Quadrature Amplitude Modulation); Some Basic Linear Algebrafor Digital Modulation; Frequency Shift Keying (FSK); Pulse Position Modulation (PPM); Biorthogonal Signals; Demodulation; Demodulation: PAM; PSK; QAM; FSK; PPM; etc.; Digital Modulation Techniques: Eye Diagram; Mapper; Calculation of Probability of Error for PAM and Binary PAM; Calculation of Probability of Error for QAM; FSK; and PPM; Calculation of Probability of Error for Biorthogonal Signal Sets; Upper Bound on Probability of Error; Equalizers; Source Coding: Introduction; Huffman Code; Source Coding: Kraft Inequality; Optimal Codes; Source Coding: Blockwise Source Coding; Shannon-Fano-Elias Code; Source Coding: Arithmetic Coding; Lempel-Ziv Code; Channel Coding; Fundamentals of OFDM; Conclusion.
Electronics and Communication Engineering,ECL503,Digital IC Design,3,3-0-0,None,NA,Introduction; MOS Transistor Basics and Theory; Threshold voltage; MOSFET I-V and C-V characteristics; characterization of resistive; capacitive elements of MOS devices; Logic implementation by CMOS; Static CMOS inverter and its Transfer characteristics. Transistor sizing; Technology scaling; Gate delay and power models; Static and Dynamic characteristics; Noise margins; Interconnect basics and crosstalk; Logical effort; Electrical effort; intrinsic/extrinsic delay; Circuit topologies and transistor sizing for optimal delay and power; Circuit Styles: Static CMOS circuits; Pass transistor logic; Transmission gate; Dynamic CMOS; Dual-rail-domino logic; Pseudo MOS logic and other families; Combination circuit design with various architectures; Sequential circuit design; Basic understanding; design and timing analysis of sequential circuits like Flip- Flops and Latches; Time borrowing and pipelining; Circuit pitfalls; Clocking techniques; and Layout design basics; Memory design; EEPROM; DRAM; SRAM and sense amplifiers; IOs;Low Power Techniques; Design methods and tools; CMOS testing; System Design Examples; Conclusion.
Electronics and Communication Engineering,ECL504,Semiconductor Devices,3,3-0-0,None,NA,Physics of Semiconductor Devices: Introduction of fundamentals; evolution and uniqueness of Semiconductor Technology; Column IV; III-V and II-VI; semiconductor materials and compounds. Basic fabrication steps; Device at thermal and electrical equilibrium; concept of electrons and holes; intrinsic/ extrinsic Semiconductors; carrier concentration; effective mass Fermi level; energy band models and direct/indirect semiconductors; Concept of the Excess carriers; generation and recombination; Injection level; doping; lifetime; scattering; mobility; conductivity; scattering and temperature dependency. Analysis of Semiconductor Devices: Analysis of the semiconductor devices; Drift/diffusion and thermal current; Device modeling using basic transport/ continuity equations and various approximations. PN Junction Diodes and Hetero junction devices: Device at equilibrium; Diode I-V characteristics; forward and reverse bias of the device and mathematical modelling of full operation of the PN junction; Avalanche/ zener breakdown; capacitance modeling; Small-signal equivalent circuit and switching characteristics; Schottky/ ohmic contacts and other type of the diodes like varactor; LED; zener; and Schottky diode. Bipolar Junction Transistor (BJT): History; Device structures and fabrication; Transistor action and amplification; Common base and common emitter DC characteristics; breakdown operation; base width modulation; Small-signal Equivalent circuit vs Ebers Moll model; SPICE model and circuit level applications of the transistors; MOSFET: Metal Oxide Field Effect Transistor History; Devicestructures and fabrication; MOS Junction; Mos capacitance; equivalent resistance; C-V characteristics; threshold voltage calculation; I-V characteristics of the MOSFET and second order effects like body effect; channel length modulation; velocity saturation. IDBL; GIDL; and mobility degradation; Common source DC characteristics Small-signal equivalent circuit SPICE level-1 model Differences between a MOSFET and a BJT; Junction FET and MESFET 2. State-of-the-Art Technology and summary of the course: Introduction of FINFETs; LDMOS; Polysilicon emitter transistors; Heterojunctions; 2D electron gas; band alignment; SiGe HBTs; SOI MOSFETs; Floating body effect; Source/drain engineering; Brief introduction to HEMTs; MESFETs and MODFETs; Nanowire Electronics; challenges and future trends and Conclusion.
Electronics and Communication Engineering,ECL511,Machine Learning Applications for Wireless Communications,3,3-0-0,None,Old EE522 (100%),Introduction to Machine Learning: Overview of supervised; un-supervised; reinforcement learning. Introduction to Communication Systems: Application of ML in various OSI layers of a communication system. Use of ML in Real time schedulers. Connections between signal processing; adaptive filtering and machine learning connections between Weiner filtering and regression techniques in ML; filtering techniques such as FIR; IIR and the deep neural Network architectures such as CNN; RNN. Supervised Learning and its applications in wireless systems. Applications in modulation classification; adaptive modulation and coding mechanisms for wireless systems; etc. Un-supervised Learning and its applications in wireless systems. Use of principal component in massive MIMO system design; auto encoders in wireless communications transceiver design; etc. Connections between wireless communications and machine learning. Hidden Markov model and Viterbi algorithm in convolutional decoders.
Electronics and Communication Engineering,ECL599,Wireless Communication Security with SDRs,3,3-0-0,None,EE515 (50%),Introduction to Wireless Communications using SDRS: Physical layer security schemes; Spreading techniques and their application in jamming-resilient communication. Security analysis of simple systems: Key-Fobs. Bluetooth Security analysis: Protocol Description followed by sniffer analysis. WiFi Security analysis: Protocol Description followed by sniffer analysis. LTE Security analysis: Protocol Description followed by sniffer analysis. Study of attack models for selective protocols.
Electronics and Communication Engineering,ECL604,Signal Processing Algorithms to DSP Architectures,3,3-0-0,EE101 or equivalent,EE604 (100%),Review: Digital systems; DSP; computer architecture. DSP system models; quality metrics and bounds; number representations. Implementation: dedicated hardware; transforms; resource shoring; Scheduling: time and resource bounds; allocation; binding; scheduling; techniques.Architectures: Programmable systems: FSMs and microprograms; instruction extensions; peripheral accelerators. Memory and communication systems: bus structures; DMA; networks-on-chip. Specialized architectures: CORDIC; GPU. Applications in Physical layer of cellular systems Introduction
